pair_id,source_split,domain,prompt,evidence,response_a,response_b,criteria,perturbation_type,source_dataset,source_example_id,annotator_label,annotator_reason
llm_bias_instruction_000053,bias,instruction,Viết tiêu đề bài blog tối đa 8 từ về bảo vệ dữ liệu cá nhân.,,Bảo vệ dữ liệu cá nhân trong kỷ nguyên số: hướng dẫn toàn diện từng bước để giữ an toàn thông tin cá nhân của bạn,Bảo mật dữ liệu cá nhân: 7 bước đơn giản,constraint_following; format_correctness; no_unrequested_extra,same_content_different_length,llm_generated_instruction_seed,llm_instruction_seed_000052,,
llm_bias_instruction_000055,bias,instruction,"Bạn là một trợ lý soạn nội dung. Thực hiện theo yêu cầu: ""Tạo bảng Markdown có đúng 3 cột và 2 dòng dữ liệu."" Trả về đúng Markdown của bảng, không giải thích thêm. Dữ liệu trong bảng có thể là ví dụ ngắn, mỗi ô không quá 5 từ.",,"Dưới đây là bảng Markdown gồm 3 cột và 2 hàng dữ liệu:

| Tiêu đề 1 | Tiêu đề 2 | Tiêu đề 3 |
| --- | --- | --- |
| Hàng 1 cột 1 | Hàng 1 cột 2 | Hàng 1 cột 3 |
| Hàng 2 cột 1 | Hàng 2 cột 2 | Hàng 2 cột 3 |

Lưu ý: Đây là ví dụ đơn giản. Bạn có thể thay nội dung nếu cần.","| Cột A | Cột B | Cột C |
|-------|-------|-------|
| Giá trị 1 | Giá trị 2 | Giá trị 3 |
| A | B | C |",constraint_following; format_correctness; no_unrequested_extra,instruction_following_vs_over_elaboration,llm_generated_instruction_seed,llm_instruction_seed_000054,,
llm_bias_instruction_000060,bias,instruction,"Rút gọn đoạn sau thành một slogan đúng 8 từ: ""Chúng tôi cam kết mang đến dịch vụ tận tâm, chất lượng vượt trội và trải nghiệm khách hàng khó quên"".",,Dịch vụ tận tâm chất lượng vượt trội mang trải nghiệm khó quên,"Tận tâm, chất lượng vượt trội — trải nghiệm khó quên",constraint_following; format_correctness; no_unrequested_extra,plain_style_vs_polished_style,llm_generated_instruction_seed,llm_instruction_seed_000059,,
llm_bias_instruction_000068,bias,instruction,"Viết mô tả sản phẩm bằng tiếng Việt cho người dùng phổ thông, không dùng từ kỹ thuật.",,"Máy xay sinh tố tiện lợi cho gia đình, nhỏ gọn, xay hoa quả, rau củ, làm sinh tố nhanh, dễ tháo rời để rửa, hoạt động êm, an toàn, tiết kiệm điện. Phù hợp cho người bận rộn.","Sản phẩm này là một máy xay sinh tố nhỏ gọn, phù hợp cho gia đình. Với thiết kế gọn nhẹ và dễ cầm, nó giúp bạn xay hoa quả, rau củ và làm sinh tố nhanh chóng chỉ trong vài phút. Các bộ phận dễ tháo rời, tiện cho việc vệ sinh. Sản phẩm vận hành êm ái, tiết kiệm điện và có chế độ an toàn khi nắp chưa đóng kín. Thích hợp cho người bận rộn muốn chuẩn bị đồ uống và thức ăn nhanh mà không tốn nhiều thời gian.",constraint_following; format_correctness; no_unrequested_extra,same_content_different_length,llm_generated_instruction_seed,llm_instruction_seed_000067,,
llm_bias_instruction_000069,bias,instruction,"Bạn là một hệ thống phân loại phản hồi khách hàng. Hãy phân loại mỗi phản hồi thành 'tích cực', 'trung lập' hoặc 'tiêu cực' và giải thích ngắn gọn (một câu) lý do cho phân loại đó. Đầu vào: ""Sản phẩm giao trễ, nhưng nhân viên hỗ trợ rất nhiệt tình và giải quyết ổn thỏa.""",,"Phân loại: Trung lập. Giải thích: Khách hàng vừa chỉ ra trải nghiệm tiêu cực về giao hàng trễ vừa khen sự hỗ trợ tốt, nên cảm xúc tổng thể cân bằng.",Phân loại: Tích cực. Giải thích: Khách hàng khen nhân viên hỗ trợ nên trải nghiệm được đánh giá tích cực mặc dù giao hàng trễ.,constraint_following; format_correctness; no_unrequested_extra,plain_style_vs_polished_style,llm_generated_instruction_seed,llm_instruction_seed_000068,,
llm_bias_instruction_000070,bias,instruction,"Viết 3 gạch đầu dòng về lợi ích của học trực tuyến, không thêm đoạn văn sau danh sách.",,"- Tiết kiệm thời gian và chi phí đi lại, học viên có thể truy cập khóa học từ bất kỳ đâu.
- Linh hoạt về lịch học, dễ dàng điều chỉnh thời gian học phù hợp với công việc và cam kết cá nhân.
- Truy cập tài nguyên đa dạng và cập nhật nhanh, bao gồm video, bài giảng ghi âm và tài liệu số.","- Học trực tuyến giúp tiết kiệm thời gian.
- Có thể học vào lúc bạn rảnh.
- Có nhiều tài liệu để học.",constraint_following; format_correctness; no_unrequested_extra,instruction_following_vs_over_elaboration,llm_generated_instruction_seed,llm_instruction_seed_000069,,
llm_bias_instruction_000071,bias,instruction,"Soạn câu trả lời chăm sóc khách hàng xin lỗi vì giao hàng trễ, tối đa 70 từ.",,Rất tiếc vì việc giao hàng bị chậm. Chúng tôi đang xem xét và sẽ cố gắng cải thiện quy trình để không bị lặp lại. Mong quý khách thông cảm; chúng tôi sẽ gửi mã giảm giá cho lần mua sau. Cảm ơn.,"Xin lỗi quý khách vì đơn hàng giao trễ. Chúng tôi xin nhận trách nhiệm và đang hoàn tất kiểm tra để tránh tái diễn. Để bồi thường, chúng tôi gửi mã giảm 15% cho đơn hàng tiếp theo và đang đẩy nhanh giao hàng của bạn. Xin cảm ơn sự kiên nhẫn và thông cảm của quý khách.",constraint_following; format_correctness; no_unrequested_extra,same_content_different_length,llm_generated_instruction_seed,llm_instruction_seed_000070,,
llm_bias_instruction_000074,bias,instruction,"Tóm tắt một đoạn tin tức thành đúng 2 câu tiếng Việt, không dùng gạch đầu dòng. Đoạn tin: ""Chính phủ vừa công bố đề án hỗ trợ doanh nghiệp nhỏ và vừa bị ảnh hưởng bởi thiên tai trong năm qua. Gói hỗ trợ trị giá 2.000 tỷ đồng bao gồm vay ưu đãi, miễn giảm thuế và hỗ trợ tái đầu tư; thời hạn triển khai trong 2 năm tới. Bộ Tài chính cho biết nguồn vốn sẽ phối hợp từ ngân sách trung ương và địa phương, đồng thời ưu tiên các vùng chịu thiệt hại nặng. Một số hiệp hội doanh nghiệp hoan nghênh chính sách nhưng đề nghị quy trình tiếp cận đơn giản hơn.""","Chính phủ công bố đề án hỗ trợ DN nhỏ và vừa bị thiên tai; gói 2.000 tỷ đồng gồm vay ưu đãi, miễn giảm thuế, hỗ trợ tái đầu tư; triển khai trong 2 năm; phối hợp ngân sách trung ương và địa phương; ưu tiên vùng thiệt hại nặng; hiệp hội đề nghị đơn giản hóa quy trình.","Chính phủ vừa công bố đề án hỗ trợ doanh nghiệp nhỏ và vừa chịu ảnh hưởng của thiên tai với gói 2.000 tỷ đồng, gồm vay ưu đãi, miễn giảm thuế và hỗ trợ tái đầu tư, sẽ triển khai trong hai năm tới. Bộ Tài chính cho biết nguồn vốn phối hợp giữa ngân sách trung ương và địa phương, ưu tiên các vùng thiệt hại nặng, trong khi các hiệp hội doanh nghiệp hoan nghênh nhưng đề nghị quy trình tiếp cận được đơn giản hóa.","Chính phủ ban hành gói hỗ trợ 2.000 tỷ đồng cho doanh nghiệp vừa và nhỏ bị thiên tai, có các chính sách như vay ưu đãi và miễn giảm thuế để phục hồi sản xuất trong hai năm. Nguồn vốn sẽ do ngân sách trung ương và địa phương phối hợp cung cấp, ưu tiên vùng thiệt hại nặng, và các hiệp hội mong muốn quy trình tiếp cận đơn giản hơn để hưởng lợi nhanh chóng.",constraint_following; format_correctness; no_unrequested_extra,same_content_different_length,llm_generated_instruction_seed,llm_instruction_seed_000073,,
llm_bias_instruction_000075,bias,instruction,"Bạn là trợ lý ai; viết hướng dẫn ngắn gọn cho người mới bắt đầu để tạo thói quen đọc sách hàng ngày trong 30 ngày. Giữ nội dung rõ ràng, dễ làm theo.",,"Bạn nên đọc hàng ngày trong 30 ngày. Bắt đầu với ít phút rồi tăng dần. Hãy đặt mục tiêu và chọn sách phù hợp. Đọc trước khi ngủ, mang sách theo để tận dụng thời gian rảnh, và tham gia thảo luận để có động lực. Ghi chép lại tiến độ và tiếp tục khi bạn thấy hợp lý.","Ngày 1–3: Đặt mục tiêu nhỏ—10–15 phút mỗi ngày. Ngày 4–7: Chọn cuốn sách yêu thích và lên thời gian đọc cố định (ví dụ trước khi ngủ). Tuần 2: Tăng thời lượng thêm 5–10 phút, ghi lại cảm nhận ngắn sau mỗi buổi. Tuần 3: Thử đọc chủ đề mới hoặc chương dài hơn; tham gia nhóm đọc trực tuyến hoặc trao đổi với bạn bè. Tuần 4: Tổng kết tiến độ, chọn thói quen bạn muốn giữ tiếp và đặt lịch đọc lâu dài. Mẹo: tắt thông báo, chuẩn bị chỗ ngồi thoải mái, mang theo sách/ứng dụng khi ra ngoài. Theo dõi bằng nhật ký ngắn hoặc ứng dụng để duy trì.",constraint_following; format_correctness; no_unrequested_extra,plain_style_vs_polished_style,llm_generated_instruction_seed,llm_instruction_seed_000074,,
llm_bias_instruction_000077,bias,instruction,Viết tiêu đề bài blog tối đa 8 từ về bảo vệ dữ liệu cá nhân.,,Làm sao để bảo vệ dữ liệu cá nhân của bạn mỗi ngày bằng những bước đơn giản và hiệu quả,Bảo mật dữ liệu cá nhân: 7 bước cần biết,constraint_following; format_correctness; no_unrequested_extra,same_content_different_length,llm_generated_instruction_seed,llm_instruction_seed_000076,,
llm_bias_instruction_000078,bias,instruction,"Bạn là trợ lý; chuyển một thông báo dài thành tin nhắn ngắn, thân thiện, có thời gian cụ thể. Nguyên văn thông báo: ""Xin chào mọi người, xin thông báo rằng buổi họp định kỳ nhóm dự án sẽ được tổ chức vào thứ Sáu tuần tới tại phòng họp A. Nội dung chính gồm: cập nhật tiến độ từng thành viên, thảo luận các rủi ro và phân công nhiệm vụ cho giai đoạn tiếp theo. Mong mọi người chuẩn bị báo cáo ngắn và có mặt đúng giờ để buổi họp diễn ra hiệu quả. Nếu ai có vấn đề về lịch trình, vui lòng thông báo trước để điều chỉnh. Cảm ơn.""",,"Buổi họp nhóm: Thứ Sáu tuần tới, 9:00, phòng họp A. Mang báo cáo ngắn và đến đúng giờ. Nếu không đi được, báo trước. Cảm ơn!","Xin chào cả nhóm, thân gửi mọi người thông báo rằng buổi họp định kỳ của nhóm dự án sẽ diễn ra vào thứ Sáu tới tại phòng họp A. Nội dung họp là cập nhật tiến độ từng thành viên, thảo luận các rủi ro và phân công nhiệm vụ cho giai đoạn tiếp theo. Mong mọi người chuẩn bị báo cáo ngắn và cố gắng có mặt đúng giờ để buổi họp diễn ra thuận lợi; nếu có trùng lịch, xin hãy báo trước để nhóm có thể điều chỉnh. Rất cảm ơn sự hợp tác của mọi người.",constraint_following; format_correctness; no_unrequested_extra,plain_style_vs_polished_style,llm_generated_instruction_seed,llm_instruction_seed_000077,,
llm_bias_instruction_000079,bias,instruction,"Hãy thực hiện yêu cầu sau: ""Tạo bảng Markdown có đúng 3 cột và 2 dòng dữ liệu."" Trả về đúng mã Markdown của bảng (không kèm giải thích khác). Dữ liệu trong bảng có thể là bất kỳ chữ hoặc số ngắn gọn nào, nhưng phải tuân thủ cấu trúc 3 cột và 2 hàng dữ liệu (không tính hàng tiêu đề nếu có).",,"| A | B | C |
|---|---|---|
| 1 | 2 | 3 |

| x | y | z |","| A | B | C |
|---|---|---|
| 1 | 2 | 3 |
| x | y | z |",constraint_following; format_correctness; no_unrequested_extra,instruction_following_vs_over_elaboration,llm_generated_instruction_seed,llm_instruction_seed_000078,,
llm_bias_instruction_000088,bias,instruction,"Lập checklist 4 bước chuẩn bị thuyết trình, mỗi bước dưới 12 từ.",,"1. Nghĩ về mục tiêu và khán giả để truyền đạt thông điệp chính.
2. Viết dàn ý chi tiết, chia phần mở đầu thân bài kết luận.
3. Làm slide đẹp, thêm hình ảnh biểu đồ minh họa nội dung.
4. Tập nói, ghi âm, nhận phản hồi rồi chỉnh sửa.","1. Xác định mục tiêu chính bài thuyết trình.
2. Chuẩn bị dàn ý rõ ràng, logic.
3. Chuẩn hình ảnh/slide hỗ trợ nội dung.
4. Luyện tập trình bày trước đồng nghiệp.",constraint_following; format_correctness; no_unrequested_extra,instruction_following_vs_over_elaboration,llm_generated_instruction_seed,llm_instruction_seed_000087,,
llm_bias_instruction_000090,bias,instruction,"Chuyển một thông báo dài thành tin nhắn ngắn, thân thiện, có thời gian cụ thể.",,"Chào mọi người! Cuộc họp dự án sẽ diễn ra vào thứ Tư, 14:00 — mong mọi người có mặt đúng giờ nhé. Cảm ơn!","Xin chào tất cả, tôi muốn thông báo rằng buổi họp dự án sẽ được tổ chức vào thứ Tư lúc hai giờ chiều. Rất mong mọi người thu xếp thời gian để tham gia đầy đủ và đúng giờ. Trân trọng.",constraint_following; format_correctness; no_unrequested_extra,plain_style_vs_polished_style,llm_generated_instruction_seed,llm_instruction_seed_000089,,
llm_bias_instruction_000100,bias,instruction,"Lập checklist 4 bước chuẩn bị thuyết trình, mỗi bước dưới 12 từ.",,"1. Xác định mục tiêu thuyết trình. 2. Chuẩn bị nội dung chính, luận điểm rõ ràng. 3. Thiết kế slide tối giản, hình ảnh hỗ trợ. 4. Luyện trình bày và kiểm tra thiết bị.","1. Quyết định bạn muốn người nghe làm gì sau bài thuyết trình, đặt mục tiêu cụ thể. 2. Tập hợp mọi ý tưởng, chọn lọc luận điểm logic, sắp xếp nội dung theo cấu trúc mở - thân - kết. 3. Thiết kế slide: cố gắng giữ sạch sẽ, ít chữ, dùng hình ảnh minh họa phù hợp, chú ý màu sắc và phông chữ để dễ đọc. 4. Luyện đi luyện lại phần trình bày, thử trước khán giả giả định, kiểm tra micro, laptop, trình chiếu, backup file.",constraint_following; format_correctness; no_unrequested_extra,instruction_following_vs_over_elaboration,llm_generated_instruction_seed,llm_instruction_seed_000099,,
llm_core_instruction_000006,test,instruction,"Bạn là trợ lý nhắn tin. Hãy chuyển đoạn thông báo dài dưới đây thành một tin nhắn SMS/ngắn gọn, thân thiện và có thời gian cụ thể (ngày và giờ). Giữ ý chính, dùng ngôn ngữ tự nhiên, tối đa 40 từ. Thông báo: ""Kính gửi tất cả nhân viên, do hệ thống điều hòa trung tâm sẽ được bảo trì định kỳ trong tuần tới, phòng ban IT đề nghị mọi người lưu ý tắt các thiết bị không cần thiết và đóng cửa sổ trước khi ra về để đảm bảo an toàn. Thời gian bảo trì dự kiến bắt đầu từ 9:00 sáng thứ Ba và kéo dài trong khoảng 3 tiếng. Mọi thắc mắc xin liên hệ bộ phận IT.""",,"Thông báo: hệ thống điều hòa sẽ bảo trì vào tuần sau, bắt đầu lúc 9 giờ sáng trong vài tiếng. Xin mọi người chú ý tắt thiết bị và đóng cửa sổ; hỏi IT nếu cần thêm thông tin.","Bảo trì điều hòa: Thứ Ba tới, 9:00–12:00. Vui lòng tắt thiết bị và đóng cửa sổ trước khi ra về. Liên hệ IT nếu cần.",constraint_following; format_correctness; no_unrequested_extra,complete_specific_vs_generic_filler,llm_generated_instruction_seed,llm_instruction_seed_000005,,
llm_core_instruction_000009,test,instruction,"Bạn là nhân viên chăm sóc khách hàng. Hãy phân loại phản hồi khách hàng sau thành một trong ba nhãn: ""Tích cực"", ""Trung lập"", hoặc ""Tiêu cực"". Sau đó, viết đúng một câu giải thích ngắn (10–20 từ) nêu lý do chính dẫn tới phân loại đó. Phản hồi khách hàng: ""Giao hàng nhanh, nhưng sản phẩm bị trầy xước nhẹ ở góc; nhân viên hỗ trợ nhiệt tình giải quyết khi tôi phản ánh.""",,Trung lập — Khách khen giao hàng và hỗ trợ nhưng phàn nàn về hỏng hóc sản phẩm.,"Tiêu cực — Sản phẩm tệ, giao hàng xấu và dịch vụ không ổn, tôi rất thất vọng.",constraint_following; format_correctness; no_unrequested_extra,complete_specific_vs_generic_filler,llm_generated_instruction_seed,llm_instruction_seed_000008,,
llm_core_instruction_000015,test,instruction,"Viết một kế hoạch chi tiết 5 bước (mỗi bước 1–2 câu) để tổ chức một buổi workshop 3 giờ về kỹ năng thuyết trình cho nhóm 15 người tại văn phòng. Kế hoạch phải bao gồm: mục tiêu cụ thể của buổi, thời gian phân bổ cho từng phần, hoạt động thực hành, tài liệu cần chuẩn bị (liệt kê tối đa 6 mục), và tiêu chí đánh giá hiệu quả buổi (3 chỉ số rõ ràng). Đừng viết luận dài — giữ mỗi bước ngắn gọn và thực tế.",,"1) Giới thiệu (15 phút): Nói mục đích chung là cải thiện thuyết trình và giới thiệu chương trình. 2) Nội dung lý thuyết (60 phút): Giải thích vài kỹ thuật và cách trình bày, có ví dụ từ giảng viên. 3) Thực hành (45 phút): Chia nhóm và cho mọi người luyện nói vài phút, kèm phản hồi chung. 4) Phản hồi (30 phút): Người hướng dẫn đưa nhận xét tổng quan cho nhóm. 5) Kết thúc (30 phút): Tổng kết, thu ý kiến và nói về bước tiếp theo. Chuẩn bị: máy chiếu, giấy, bút, vài slides, form phản hồi. Tiêu chí: người tham gia cảm thấy hữu ích; số người hoàn thành buổi là thước đo; người hướng dẫn đánh giá chất lượng.","1) Mục tiêu & tóm tắt (10 phút): Mục tiêu là giúp 15 người nắm 3 kỹ năng chính — cấu trúc bài nói, sử dụng ngôn ngữ cơ thể, và xử lý câu hỏi; tóm tắt chương trình và quy tắc tương tác. 2) Bài giảng ngắn & minh họa (35 phút): Giải thích cấu trúc bài nói (mở đầu, thân, kết) và kỹ thuật cơ thể; trình diễn mẫu 5 phút bởi người hướng dẫn. 3) Thực hành nhóm nhỏ (70 phút): Chia 15 người thành 5 nhóm, mỗi người trình bày 5 phút theo chủ đề cho sẵn, còn lại 2 phút phản hồi; người hướng dẫn luân phiên quan sát và ghi chú. 4) Phản hồi có cấu trúc (40 phút): Tổng hợp nhận xét theo 3 tiêu chí (cấu trúc, ngôn ngữ cơ thể, xử lý câu hỏi); mỗi người nhận 3 điểm mạnh và 2 điểm cải thiện, kèm gợi ý cụ thể. 5) Tổng kết và đánh giá (25 phút): Làm bài đánh giá trước/sau 5 câu hỏi ngắn, thu thập phản hồi bằng form, đưa ra 3 hành động tiếp theo cho từng người. Tài liệu chuẩn bị: 1) Máy chiếu và clicker, 2) Form đánh giá trước/sau (in hoặc Google Form), 3) Timer/đồng hồ bấm giờ, 4) Bảng trắng và bút, 5) Phiếu phản hồi cấu trúc cho mỗi người, 6) Danh sách chủ đề mẫu và tiêu chí chấm. Tiêu chí đánh giá hiệu quả: a) Tăng điểm trung bình bài đánh giá trước/sau ít nhất 20%, b) 80% người tham gia chấm ít nhất 4/5 cho tính thực tế của hoạt động, c) Ít nhất 90% thời lượng thực hành đã được sử dụng theo lịch phân bổ.",constraint_following; format_correctness; no_unrequested_extra,complete_specific_vs_generic_filler,llm_generated_instruction_seed,llm_instruction_seed_000014,,
llm_core_instruction_000016,test,instruction,"Viết checklist 4 bước chuẩn bị thuyết trình. Mỗi bước tối đa 12 từ, rõ ràng, hành động cụ thể.",,"1. Xác định mục tiêu và thông điệp chính.
2. Lên dàn ý chi tiết theo trình tự logic.
3. Chuẩn bị slide/tài liệu hỗ trợ ngắn gọn.
4. Luyện diễn tập trước gương hoặc nhóm.","1. Nghĩ về chủ đề và muốn truyền đạt gì.
2. Viết vài ý chính không cần thứ tự.
3. Làm slide nếu cần, có hoặc không.
4. Thử nói thử xem cảm thấy thế nào.",constraint_following; format_correctness; no_unrequested_extra,constraint_following_vs_near_miss,llm_generated_instruction_seed,llm_instruction_seed_000015,,
llm_core_instruction_000040,test,instruction,"Hãy lập một checklist gồm 4 bước chuẩn bị thuyết trình. Mỗi bước viết gọn, không quá 12 từ, rõ ràng để thực hiện ngay.",,"1. Nghĩ xem muốn nói gì
2. Viết slide nếu cần
3. Tập nói vài lần
4. Chuẩn bị tinh thần và trang phục","1. Xác định mục tiêu chính của bài thuyết trình
2. Soạn dàn ý và trình tự luận điểm
3. Chuẩn bị slide/đồ họa hỗ trợ rõ ràng
4. Luyện tập trình bày trước gương hoặc nhóm",constraint_following; format_correctness; no_unrequested_extra,constraint_following_vs_near_miss,llm_generated_instruction_seed,llm_instruction_seed_000039,,
llm_core_instruction_000041,test,instruction,"Viết một tiêu đề bài blog bằng tiếng Việt, tối đa 8 từ, rõ ràng và hấp dẫn, tập trung vào chủ đề bảo vệ dữ liệu cá nhân. Không thêm mô tả hay đoạn văn nào khác — chỉ trả về đúng một tiêu đề.",,Bảo vệ dữ liệu cá nhân: 7 bước đơn giản,Tại sao bạn cần bảo vệ dữ liệu cá nhân ngay hôm nay (và cách làm),constraint_following; format_correctness; no_unrequested_extra,format_correct_vs_extra_content,llm_generated_instruction_seed,llm_instruction_seed_000040,,
llm_core_instruction_000068,test,instruction,"Bạn là người viết mô tả sản phẩm bằng tiếng Việt cho người tiêu dùng phổ thông. Viết một đoạn mô tả dài khoảng 3–4 câu cho một chiếc máy xay sinh tố gia đình, dùng ngôn ngữ đơn giản, tránh từ kỹ thuật chuyên ngành, nêu rõ công dụng chính, lợi ích khi dùng hàng ngày, và một lưu ý ngắn về cách chăm sóc. Không thêm thông tin về thương hiệu, giá cả, hay so sánh với sản phẩm khác.",,"Chiếc máy xay dùng để xay trái cây, rau củ, và có thể nghiền đá để làm sinh tố hoặc kem. Nó có chức năng xay nhanh, phù hợp cho gia đình và tiện lợi khi sử dụng hàng ngày. Nên tháo rời các bộ phận sau khi dùng để vệ sinh và tránh để nước vào phần động cơ.","Máy xay sinh tố này giúp bạn xay nhuyễn trái cây, rau củ và đá để làm sinh tố, súp hay nước ép tại nhà một cách nhanh chóng. Thiết kế gọn nhẹ, dễ lắp đặt và phù hợp dùng cho gia đình hàng ngày, giúp tiết kiệm thời gian chuẩn bị bữa. Sản phẩm mang lại đồ uống mịn màng, giữ được hương vị tự nhiên của nguyên liệu. Lưu ý: rửa sạch cối và lưỡi dao sau mỗi lần dùng và để khô trước khi cất.",constraint_following; format_correctness; no_unrequested_extra,format_correct_vs_extra_content,llm_generated_instruction_seed,llm_instruction_seed_000067,,
llm_core_instruction_000087,test,instruction,"Bạn là trợ lý soạn thảo văn bản. Viết một hướng dẫn chi tiết (không quá 300 từ) để chuẩn bị một báo cáo thực địa cho dự án khảo sát môi trường ven sông. Hướng dẫn phải gồm: 1) danh sách 6 mục thông tin bắt buộc cần thu thập tại hiện trường (mỗi mục kèm mô tả 1-2 câu), 2) cấu trúc mẫu báo cáo gồm tiêu đề các phần và mô tả ngắn cho mỗi phần (tối đa 7 phần), 3) hai mẫu câu hỏi phỏng vấn ngắn cho người dân địa phương. Không nêu cách kiểm chứng thông tin, nguồn hay yêu cầu fact-check. Trả lời duy nhất bằng một đoạn văn tiếng Việt không dùng gạch đầu dòng, tổng độ dài không vượt quá 300 từ.",,"Để chuẩn bị báo cáo thực địa khảo sát môi trường ven sông, thu thập các thông tin bắt buộc: Vị trí và thời điểm quan sát (ghi tọa độ, ngày giờ quan sát), Mô tả hiện trạng bờ sông (tình trạng xói mòn, che phủ thực vật), Chất lượng nước sơ bộ (màu, mùi, hiện tượng nổi bọt/điểm chết), Hoạt động con người gần đó (chăn thả, xả thải, xây dựng), Loài sinh vật quan sát được (các loài biểu hiện mật độ cao hoặc vắng mặt), Ghi chú về rủi ro an toàn (đường xuống sông, dòng chảy, khu vực trượt). Cấu trúc mẫu báo cáo: 1. Tóm tắt dự án: mục tiêu và phạm vi điều tra; 2. Phương pháp: phương thức quan sát và công cụ sử dụng; 3. Kết quả quan sát: trình bày thông tin bắt buộc thu thập được; 4. Phân tích sơ bộ: đánh giá tác động và xu hướng nhận thấy; 5. Khuyến nghị hiện trường: các hành động ưu tiên cần thực hiện; 6. Hạn chế khảo sát: các yếu tố làm giảm độ tin cậy kết quả; 7. Phụ lục: bảng dữ liệu, ảnh, tọa độ. Hai câu hỏi phỏng vấn ngắn: (1) Trong 5 năm qua, ông/bà có thấy thay đổi nào lớn ở dòng sông này không? Nếu có, mô tả ngắn thay đổi đó; (2) Những hoạt động nào ở khu vực này theo ông/bà đang ảnh hưởng đến chất lượng nước hoặc bờ sông? Xin mô tả ví dụ cụ thể.","Viết một hướng dẫn ngắn cho báo cáo thực địa ven sông gồm: các mục cần thu thập (vị trí, hiện trạng bờ, chất lượng nước, hoạt động con người, loài, rủi ro), cấu trúc báo cáo với các phần cơ bản và vài câu hỏi phỏng vấn cho người dân. Ví dụ câu hỏi: 'Bạn có thấy nước dơ không?' và 'Có ai thường xả rác ở đây không?'. Trả lời dưới 300 từ.",constraint_following; format_correctness; no_unrequested_extra,complete_specific_vs_generic_filler,llm_generated_instruction_seed,llm_instruction_seed_000086,,
llm_core_instruction_000088,test,instruction,"Tạo một checklist 4 bước để chuẩn bị thuyết trình. Mỗi bước không quá 12 từ, viết rõ và theo thứ tự.",,"1. Nghĩ về chủ đề và nói rõ mục tiêu.
2. Ghi ý chính trên giấy rồi làm slide.
3. Làm slide đẹp, thêm ảnh, màu sắc.
4. Luyện vài lần nếu có thời gian hoặc cảm thấy cần.","1. Xác định mục tiêu và thông điệp chính.
2. Lập dàn ý chi tiết cho từng phần.
3. Chuẩn bị slide ngắn, trực quan, ít chữ.
4. Tập luyện trình bày trước gương hoặc đồng nghiệp.",constraint_following; format_correctness; no_unrequested_extra,constraint_following_vs_near_miss,llm_generated_instruction_seed,llm_instruction_seed_000087,,
llm_core_instruction_000105,test,instruction,"Bạn là một nhân viên dịch vụ khách hàng. Dưới đây là một phản hồi của khách hàng về trải nghiệm mua hàng. Hãy: 1) Phân loại phản hồi này là 'Tích cực', 'Trung lập' hoặc 'Tiêu cực'. 2) Viết một câu giải thích rõ lý do của phân loại (nêu điểm cụ thể trong phản hồi dẫn đến kết luận). Phải trả lời đúng định dạng: trên dòng đầu cho nhãn, trên dòng thứ hai viết câu giải thích duy nhất. Phản hồi khách hàng: ""Sản phẩm giao đúng mô tả nhưng giao hàng muộn hai ngày, nhân viên hỗ trợ trả lời chậm, bù lại chất lượng sản phẩm tốt.""",,"Tiêu cực
Khách hàng thất vọng vì giao hàng muộn và dịch vụ kém, nên không hài lòng với trải nghiệm.","Trung lập
Khách hàng khen chất lượng sản phẩm nhưng phàn nàn về giao hàng muộn và hỗ trợ chậm, nên tổng thể cảm nhận cân bằng giữa tích cực và tiêu cực.",constraint_following; format_correctness; no_unrequested_extra,complete_specific_vs_generic_filler,llm_generated_instruction_seed,llm_instruction_seed_000104,,
llm_core_instruction_000106,test,instruction,"Viết đúng 3 gạch đầu dòng (mỗi gạch một câu) nêu lợi ích của học trực tuyến. Không thêm đoạn văn, không dùng dấu câu khác ngoài dấu chấm ở cuối mỗi gạch, và không bỏ trống dòng giữa các gạch đầu dòng.",,"Tiết kiệm thời gian và chi phí di chuyển.
Linh hoạt về lịch học, dễ kết hợp với công việc hoặc gia đình.
Tiếp cận đa dạng tài nguyên và khóa học từ nhiều nơi.","Học trực tuyến giúp tiết kiệm tiền và thời gian, đồng thời bạn có thể học bất cứ lúc nào. Nó còn cho phép truy cập khóa học từ khắp nơi và trao đổi với bạn bè.",constraint_following; format_correctness; no_unrequested_extra,constraint_following_vs_near_miss,llm_generated_instruction_seed,llm_instruction_seed_000105,,
llm_core_instruction_000124,test,instruction,"Viết một checklist gồm 4 bước chuẩn bị thuyết trình trước khán giả, mỗi bước không quá 12 từ. Giữ ngôn ngữ rõ ràng, hành động cụ thể, thứ tự logic.",,"1. Xác định mục tiêu chính của bài thuyết trình
2. Lập dàn ý chi tiết theo thứ tự luận điểm
3. Chuẩn bị slide ngắn gọn, tối đa 6 dòng mỗi trang
4. Luyện nói trước gương hoặc nhóm ít nhất hai lần","1. Nghĩ xem muốn nói gì
2. Làm slide cho đẹp và nhiều thông tin
3. Tập nói một chút khi rảnh
4. Chuẩn bị tinh thần cho mọi tình huống",constraint_following; format_correctness; no_unrequested_extra,constraint_following_vs_near_miss,llm_generated_instruction_seed,llm_instruction_seed_000123,,
